year,doy,hour,mean,std
2014,65,24,1344.98856242078,336.247140605195
2015,62,24,1391.9927601809954,278.3985520361991
2016,61,24,1545.1366515837105,309.0273303167421
2017,59,24,1710.2552036199093,342.0510407239819
2018,58,24,1797.0823529411766,359.41647058823537
2019,57,24,1901.1402714932126,380.2280542986425
2020,57,24,1975.8914027149322,395.17828054298644
2021,59,24,2015.9782805429863,403.1956561085973
