year,doy,hour,mean,std
2014,227,23,230.817792,57.704448
2015,227,23,478.480384,119.620096
2016,227,23,118.94784,29.73696
2017,227,23,194.38592,48.59648
2018,227,23,81.922048,20.480512
2019,227,23,171.6648215839861,42.91620539599653
2020,227,23,337.079002791993,84.26975069799825
2021,227,23,502.493184,125.623296
