year,doy,hour,mean,std
2013,121,8,-0.003024,-0.000756
2013,182,8,-0.0972,-0.0243
2013,182,9,-0.074736,-0.018684
2013,182,10,-0.236952,-0.059238
2013,182,11,-0.303696,-0.075924
2013,182,12,-0.06048,-0.01512
2013,203,10,-0.189648,-0.047412
2014,254,15,-0.00972,-0.00243
2014,294,11,0.007344,0.001836
2015,169,8,-0.083592,-0.020898
2015,202,12,-0.261576,-0.065394
2015,283,10,-0.196776,-0.049194
2016,83,10,-0.007992,-0.001998
2016,134,11,-0.0321678,-0.00804195
2016,200,12,-0.248328,-0.062082
2016,252,12,-0.276264,-0.069066
2016,292,10,-0.1395504,-0.0348876
2016,342,10,0.001944,0.000486
2017,109,15,-0.004888,-0.001222
2017,125,10,-0.1065312,-0.0266328
2017,171,10,-0.015048,-0.003762
2017,200,13,0.021312,0.005328
2017,262,13,-0.017712,-0.004428
2017,311,11,-0.02124,-0.00531
2018,108,9,-0.03159,-0.0078975
2018,131,9,-0.084816,-0.021204
2018,213,11,-0.0751679999999999,-0.0187919999999999
2019,114,13,-0.04572,-0.01143
2019,155,10,0.044748,0.011187
2019,199,12,0.0624239999999999,0.0156059999999999
2019,231,11,-0.046944,-0.011736
2021,112,9,-0.0006911999999999,-0.0001727999999999
2021,138,10,0.039456,0.009864
2021,174,9,-0.0214272,-0.0053568
2021,265,9,-0.015912,-0.003978
2021,299,10,-0.009936,-0.002484
