year,doy,hour,mean,std
2013,121,8,0.00216,0.00054
2013,182,8,0.17928,0.04482
2013,182,9,0.133488,0.033372
2013,182,10,0.191376,0.047844
2013,182,11,0.285984,0.071496
2013,182,12,0.317952,0.079488
2013,204,10,0.249696,0.062424
2014,254,12,0.096336,0.024084
2014,254,13,0.044496,0.011124
2014,295,13,0.073008,0.018252
2015,98,12,0.019872,0.004968
2015,169,13,0.197424,0.049356
2015,202,8,0.149472,0.037368
2015,202,9,0.189648,0.047412
2015,252,9,0.127008,0.031752
2015,252,10,0.135648,0.033912
2015,284,10,0.167616,0.041904
2016,82,9,0.014976,0.003744
2016,133,13,0.08568,0.02142
2016,168,14,0.278784,0.069696
2016,199,13,0.415224,0.103806
2016,252,14,0.11223,0.0280575
2016,293,10,0.05868,0.01467
2016,342,13,0.00288,0.00072
2017,109,9,0.05544,0.01386
2017,124,9,0.146016,0.036504
2017,124,10,0.143424,0.035856
2017,173,8,0.157392,0.039348
2017,199,9,0.206892,0.051723
2017,262,10,0.129132,0.032283
2017,297,12,0.05664,0.01416
2018,109,9,0.086112,0.021528
2018,131,14,0.081,0.02025
2018,214,12,0.132372,0.033093
2018,262,12,0.07182,0.017955
2019,113,9,0.060048,0.015012
2019,155,15,0.149616,0.037404
2019,197,9,0.167616,0.041904
2021,112,14,0.0621216,0.0155304
2021,173,9,0.1167264,0.0291816
2021,265,13,0.1189234285714286,0.0297308571428571
2021,299,13,0.058212,0.014553
