year,doy,hour,mean,std
2015,149,23,0.9238870549369728,0.0
2015,157,23,0.1765887510106382,0.0
2015,164,23,0.1104047913122232,0.0
2015,174,23,0.0850767635098219,0.0
2016,202,23,0.1114157734191268,0.0
2016,230,23,0.2125327564587652,0.0
2016,279,23,0.0807472859628648,0.0
2017,146,23,0.0472529868420894,0.0
2017,276,23,0.0025548505290201,0.0
2018,143,23,0.1380858229075233,0.0
2018,183,23,0.0608900445570321,0.0
2019,228,23,0.0567562106032992,0.0
2020,177,23,0.0441384028576024,0.0
2020,198,23,0.2551473938949413,0.0
2021,151,23,0.0394099542741155,0.0
2021,192,23,0.3154049631373971,0.1934649997865843
2021,217,23,0.1250225351894853,0.007070416126126
2021,234,23,0.1083593162417553,0.0
