year,doy,hour,mean,std
2013,121,8,0.000864,0.000216
2013,182,8,0.071712,0.017928
2013,182,9,0.0533952,0.0133488
2013,182,10,0.0765504,0.0191376
2013,182,11,0.1143936,0.0285984
2013,182,12,0.1271808,0.0317952
2013,203,12,0.0844992,0.0211248
2014,254,14,0.0425088,0.0106272
2014,294,10,0.0281664,0.0070416
2015,169,7,0.0467424,0.0116856
2015,202,10,0.0877824,0.0219456
2015,283,8,0.050976,0.012744
2015,324,14,0.0139968,0.0034992
2016,83,9,0.0138888,0.0034722
2016,134,13,0.0502272,0.0125568
2016,168,9,0.0878976,0.0219744
2016,200,10,0.0508032,0.0127008
2016,200,11,0.1177344,0.0294336
2016,252,9,0.071352,0.017838
2016,292,8,0.0303768,0.0075942
2016,342,11,0.0110304,0.0027576
2017,109,13,0.0285192,0.0071298
2017,125,8,0.0657792,0.0164448
2017,171,9,0.1120104,0.0280026
2017,200,11,0.103464,0.025866
2017,200,12,0.101952,0.025488
2017,263,11,0.1151208,0.0287802
2017,311,10,0.0135936,0.0033984
2018,108,8,0.0611712,0.0152928
2018,159,8,0.0669888,0.0167472
2018,198,8,0.072144,0.018036
2018,213,11,0.0579168,0.0144792
2018,261,11,0.0651888,0.0162972
2018,261,12,0.065664,0.016416
2019,114,11,0.0374688,0.0093672
2019,155,9,0.1309248,0.0327312
2019,197,14,0.124632,0.031158
2019,231,10,0.1454112,0.0363528
2021,112,8,0.01296,0.00324
2021,138,9,0.0259056,0.0064764
2021,174,8,0.097056,0.024264
2021,201,11,0.185652,0.046413
2021,265,8,0.0755568,0.0188892
2021,299,9,0.0598751999999999,0.0149687999999999
