year,doy,hour,mean,std
2014,167,24,4.1472,0.5184
2014,190,24,7.060608000000002,0.33723902293773744
2015,169,24,3.768768,0.4618708357625543
2015,203,24,5.842368,0.5938339316947115
2015,283,24,3.4473599999999998,1.1070237492086608
2015,324,24,1.233792,0.26392619186431665
2016,82,24,1.5888960000000003,0.5535118746043304
2016,134,24,2.7388800000000004,0.4325457033331852
2016,168,24,7.277040000000001,3.3595604839395294
2016,201,24,2.7889920000000004,0.8797539728810552
2016,252,24,4.090176,0.2859200411863427
2016,292,24,2.102112,2.2543695555077035
2016,341,24,1.176768,1.2243242789261348
2017,109,24,6.6407039999999995,4.567389375874144
2017,144,24,5.261760000000001,3.4090466449140884
2017,172,24,7.426080000000001,4.6150427160718674
2017,199,24,8.119872,0.14418190111106088
2017,262,24,5.277312,2.130959623200778
2017,312,24,0.24105600000000002,0.13562873748582932
2018,108,24,6.054912,0.5184
2018,131,24,6.645887999999999,0.5184
2018,160,24,5.635008,2.0747531193778213
2018,214,24,2.923776,3.577666156382957
2018,262,24,8.429184,3.2770835489819303
2019,113,24,3.7376640000000005,0.5184
2019,155,24,7.757856,0.11363488816380345
2019,197,24,8.963135999999999,1.5395694525418464
2019,233,24,10.181376,1.4662566214684252
2021,112,24,4.701888,0.5184
2021,138,24,3.8119680000000007,0.5184
2021,173,24,8.13888,0.5184
2021,201,24,6.88176,0.5184
2021,266,24,15.321312000000002,0.5184
2021,299,24,6.500736,0.5184
