year,doy,hour,mean,std
2013,121,8,0.001296,0.00054
2013,182,8,0.107568,0.04482
2013,182,9,0.08009279999999999,0.033372
2013,182,10,0.11482559999999999,0.047844
2013,182,11,0.1715904,0.071496
2013,182,12,0.1907712,0.079488
2013,205,12,0.1897344,0.079056
2014,254,9,0.0775008,0.032292
2014,295,10,0.040046399999999996,0.016686
2014,337,10,0.0067392,0.002808
2015,169,11,0.08605439999999999,0.035856
2015,169,12,0.10238399999999999,0.04266
2015,202,9,0.1565568,0.065232
2015,202,10,0.1355616,0.056484
2015,283,13,0.086184,0.03591
2015,324,13,0.0355104,0.014796
2016,82,13,0.0299376,0.012474
2016,134,8,0.0628236,0.0261765
2016,168,11,0.14746752,0.0614448
2016,201,13,0.08809560000000001,0.0367065
2016,252,8,0.1374192,0.057258
2016,292,13,0.0444204,0.0185085
2016,341,10,0.050544,0.02106
2017,109,11,0.1321056,0.055044
2017,124,12,0.1335312,0.055638
2017,172,8,0.1785348,0.0743895
2017,199,7,0.1534464,0.063936
2017,262,11,0.14530104,0.0605421
2017,312,9,0.0036288,0.001512
2018,108,13,0.1513728,0.063072
2018,131,12,0.1661472,0.069228
2018,160,8,0.0890784,0.037116
2018,214,10,0.1031616,0.042984
2018,262,9,0.1527984,0.063666
2019,155,13,0.17009999999999997,0.070875
2019,197,11,0.2240784,0.093366
2019,233,9,0.2545344,0.106056
2021,112,13,0.1126872,0.046953
2021,299,13,0.16179264000000002,0.0674136
