year,doy,hour,mean,std
2014,167,10,-0.299808,-0.074952
2014,191,7,-0.307584,-0.076896
2014,254,12,-0.190656,-0.047664
2014,294,8,-0.08964,-0.02241
2015,169,5,-0.171504,-0.042876
2015,202,8,-0.211032,-0.052758
2015,283,6,-0.033048,-0.008262
2015,324,12,0.003024000000000001,0.0007560000000000003
2016,83,7,-0.018576,-0.004644
2016,134,11,-0.119592,-0.029898
2016,168,6,0.112944,0.028236
2016,168,7,-0.052776,-0.013194
2016,200,8,-0.32832,-0.08208
2016,200,9,-0.18648,-0.04662
2016,252,7,-0.2515569230769231,-0.06288923076923078
2016,292,6,-0.04351418181818182,-0.010878545454545455
2016,342,9,-0.007876800000000002,-0.0019692000000000004
2017,109,11,-0.062208,-0.015552
2017,125,6,-0.084024,-0.021006
2017,171,7,-0.204444,-0.051111
2017,200,9,-0.003024,-0.000756
2017,200,10,-0.029376,-0.007344
2017,263,9,-0.1221696,-0.0305424
2017,311,8,0.0270216,0.0067554
2018,108,6,0.03215314285714286,0.008038285714285715
2018,131,6,-0.032616,-0.008154
2018,159,6,-0.01492061538461539,-0.0037301538461538475
2018,198,6,-0.07104436363636363,-0.017761090909090907
2018,213,9,-0.169056,-0.042264
2018,261,9,-0.1181088,-0.0295272
2018,261,10,-0.1207008,-0.0301752
2019,114,9,-0.08442514285714285,-0.021106285714285713
2019,155,7,-0.03789257142857144,-0.00947314285714286
2019,197,12,-0.1502496,-0.0375624
2019,231,8,-0.3505371428571428,-0.0876342857142857
2021,112,6,-0.10476,-0.02619
2021,138,7,-0.05868,-0.01467
2021,174,6,-0.121968,-0.030492
2021,201,9,0.132624,0.033156
2021,235,6,0.321888,0.080472
2021,265,6,0.033648,0.008412
2021,299,7,-0.0275616,-0.0068904
