year,doy,hour,mean,std
2014,167,24,0.041472,0.5184
2014,191,24,0.1296,0.02199384932202638
2015,169,24,0.10368000000000002,0.0
2015,202,24,0.606528,0.44720826954786963
2015,283,24,2.322432,0.21993849322026413
2016,83,24,0.03895405714285714,0.0006283956949150427
2016,134,24,0.6412608,0.24413172747449266
2016,168,24,0.5155487999999999,0.16898607562423593
2016,200,24,2.742336,0.5351836668359753
2016,252,24,2.3924160000000003,0.42888006177951427
2016,292,24,1.6435748571428568,0.26671906161949455
2016,342,24,0.137376,0.0989723219491187
2017,109,24,0.06739200000000001,0.018328207768355326
2017,145,24,1.7331840000000005,1.0923611829939768
2017,171,24,2.626992,1.6440402368214713
2017,200,24,1.2130560000000004,0.25903866979275514
2017,262,24,0.37670399999999993,0.09775044143122841
2017,311,24,0.076032,0.0
2018,131,24,0.003888,0.005498462330506593
2018,159,24,0.5063040000000001,0.14906942318262315
2018,213,24,2.1928320000000006,0.08064411418076312
2018,261,24,1.031616,0.7331283107342126
2019,114,24,0.015552,0.007331283107342125
2019,155,24,2.0813760000000006,1.572560226524886
2019,197,24,4.852224,1.6275448498299516
2019,231,24,0.19180799999999998,0.08064411418076335
2021,112,24,0.2014354285714286,0.5184
2021,138,24,2.096064,0.5184
2021,174,24,1.174176,0.5184
2021,201,24,-0.0041472,0.5184
2021,235,24,-0.007776,0.003665641553671063
2021,265,24,-0.0062208,0.5184
2021,299,24,0.0,0.5184
