year,doy,hour,mean,std
2011,55,23,362.6062409644519,90.65156024111296
2012,52,23,370.7519607401865,92.68799018504664
2013,51,23,372.1653270788771,93.04133176971928
2014,56,23,391.7941301820464,97.9485325455116
2015,62,23,396.3393872329016,99.0848468082254
2016,61,23,423.9439133171252,105.9859783292813
2017,59,23,446.4994545380627,111.62486363451568
2018,58,23,478.9091166035332,119.7272791508833
2019,57,23,522.0770582896383,130.51926457240958
2020,57,23,573.3913068675663,143.34782671689155
2021,59,23,613.6884999610585,153.42212499026462
